SiteFactID,SiteSourceID,Name,UDSNumber,Phone,Fax,AdminPhone,Site,Hours,MigrantHealth,CommunityHealth,SchoolBased,PublicHousing,Homeless,Address,City,State,ZIP,LocationSetting,LocationType,HealthCenterType,OperationalSchedule,OperatingCalendar,CountyFIPS,County,StateCountyFIPS,StateFIPS,State_Name,HHSRegion,BPHCAssignedNumber,SiteOpenDate,SiteAddtoScopeDate,lat,lon,filter_$
4071,6EE3AF4F-1823-4DA3-9796-3B823C79B426,WHATLEY HEALTH SVS @ SIPSEY,04245I,205-648-5337,205-648-5411,205-349-3250,www.whatleyhealth.org,49,N,Y,N,N,Y,3805 Sipsey Rd,Sipsey,AL,,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,127,Walker,1127,1,Alabama,Region IV,BPS-H80-001334,37288,37060,33.825456,-87.088838,1
4076,3E1AE8E5-5C62-43BD-8526-4D55ED078158,WHATLEY HEALTH SERVICES @ EUTAW,04245G,205-372-0011,205-372-9079,205-349-3250,www.whatleyhealth.org,51,N,Y,N,N,Y,200 Morrow Ave,Eutaw,AL,35462-1106,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,63,Greene,1063,1,Alabama,Region IV,BPS-H80-001729,37165,37060,32.841263,-87.886959,1
4254,47B296F7-01ED-4651-81F8-7BCF0B14BEFF,H.E. SAVAGE CENTER,04471F,251-694-1801,251-694-1890,251-434-8177,www.franklinprimary.org,40,Y,Y,N,Y,Y,553 Dauphin St,Mobile,AL,36602-2109,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-002731,35186,35186,30.689412,-88.048841,1
4274,239982C7-C96D-4564-9D09-1D7D80C607C6,NORTHEAST ALABAMA HEALTH SERVICES INC. - NORTH SAND MOUNTAIN,04571I,256-597-4114,256-597-4115,256-259-5313 x221,,40,N,Y,N,N,N,29810 Al Highway 71,Bryant,AL,35958-5240,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Jackson,1071,1,Alabama,Region IV,BPS-H80-000687,37551,37551,34.85566,-85.614679,1
4318,265F2BA8-42A1-4704-A982-C1002D479CFF,Lower Peachtree Medical Center,04253A,,251-578-6963,251-578-1163,,8,N,Y,N,N,N,County Road 49,Lower Peachtree,AL,,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,131,Wilcox,1131,1,Alabama,Region IV,BPS-H80-000055,39569,39583,31.863072,-87.573766,1
4366,B2CC1279-444B-4E8A-8198-E6C7B3C6FD0E,PREVENTION &amp; EDUCATION CENTER,04471M,251-434-8199,251-434-8195,251-434-8177,www.franklinprimary.org,40,Y,Y,N,Y,Y,1055 Dauphin St,Mobile,AL,36604-2533,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-005103,36617,36617,30.687705,-88.059563,1
4411,A4D3A8E3-EC7B-439D-A943-9D3A50753225,BAYOU LA BATRE AREA HEALTH DEVELOPMENT B,44700,251-824-2174,251-824-9654,251-824-2174 x275,mostellarmedical.org,,N,Y,N,N,N,12701 Padgett Switch Rd,Bayou La Batre,AL,36509,Unknown,Permanent,Administrative,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-003426,28857,28857,30.42346,-88.243239,1
4535,4E46211C-C3B9-4250-989C-9E6AE6B89BED,CENTRAL NORTH ALABAMA HEALTH SERVICES INC.,48190,256-534-8659,256-533-0276,256-534-8659,www.cnahsi.com,,N,Y,N,N,N,110 Walker Ave NE,Huntsville,AL,35801-4739,Unknown,Permanent,Administrative,Full-Time,Year-Round,89,Madison,1089,1,Alabama,Region IV,BPS-H80-003460,34578,30133,34.73585,-86.585329,1
4591,8C41A65E-D408-4F16-A12E-445B85B068AF,ENTERPRISE CHILDREN'S CENTER,04895D,334-393-5437,334-393-4185,334-670-6726,,45,Y,Y,N,N,N,105 E Watts St,Enterprise,AL,36330-2511,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,31,Coffee,1031,1,Alabama,Region IV,BPS-H80-001542,35431,35431,31.318453,-85.857025,1
4659,CF87589B-B439-4A7C-8D1A-6DBEF58BC8F0,ALABASTER HEALTH CENTER,04196U,205-664-4418,205-212-5660,205-212-5600,www.biminghamhealthcare.org,40,N,Y,N,Y,Y,395 1st St SW,Alabaster,AL,35007-9743,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,117,Shelby,1117,1,Alabama,Region IV,BPS-H80-002428,36534,36534,33.240531,-86.817372,1
4701,9E4BCE67-0EF8-4C0A-A746-844776F58D62,Atmore clinic,,251-368-8609,251-446-8714,251-578-1163,,40,N,Y,N,N,N,410 Medical Park Dr,Atmore,AL,36502-3016,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,53,Escambia,1053,1,Alabama,Region IV,BPS-H80-010526,40546,40674,31.01655,-87.479707,1
4722,A09868DC-2DD9-4E61-851E-0EBEF0CF5F60,Mobile Health Unit,04245S,205-349-3250,205-345-3993,205-349-3250,www.whatleyhealth.org,45,N,Y,N,N,Y,2731 Martin L King Jr Blvd,Tuscaloosa,AL,35401,All Other Clinic Types,Mobile Van,Service Delivery Site,Full-Time,Year-Round,125,Tuscaloosa,1125,1,Alabama,Region IV,BPS-H80-000373,39264,39264,33.187535,-87.577428,1
4744,A9C7F863-8F89-4C28-BD1E-50294ADED0D6,J.W. STEWART NEIGHBORHOOD HEALTH CENTER,04412B,256-439-6383,256-494-9710,245-492-0131,www.qolhs.org,40,Y,Y,N,N,N,1409 Springfield Ave,Gadsden,AL,35903-2819,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,55,Etowah,1055,1,Alabama,Region IV,BPS-H80-001782,38078,37990,33.995612,-85.955349,1
4749,14E7587B-F73F-49E7-8396-854854C3C773,SUMTER COUNTY HEALTH CENTER,04245E,205-392-9656,205-392-9743,205-349-3250,www.whatleyhealth.org,49,N,Y,N,N,Y,415 Derby Dr,York,AL,36925-2117,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,119,Sumter,1119,1,Alabama,Region IV,BPS-H80-002934,37104,37060,32.49031,-88.295499,1
4867,53C93A38-9BE4-4C79-9EFF-38CF59A6F1B7,NIDA HOUSING UNITS #1,04196G,205-212-5600,205-212-5600,205-212-5600,www.biminghamhealthcare.org,40,N,Y,N,Y,Y,4200 66th St N,Birmingham,AL,35206-4140,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-001278,36900,36900,33.561787,-86.742417,1
4945,51A60340-3F46-4FE1-946F-32F00712A044,BHC EUFALA MEDICAL CENTER,04196X,205-212-5600,205-212-5660,205-212-5600,www.biminghamhealthcare.org,8,N,Y,N,Y,Y,826 W Washington St,Eufaula,AL,36027-1828,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,5,Barbour,1005,1,Alabama,Region IV,BPS-H80-001161,39088,39088,31.887988,-85.156719,1
4992,E040BAEA-A5E7-4614-8147-74C14EF3B7C6,BESSEMER HEALTH CENTER,04196R,205-428-0118,205-428-6125,205-212-5660,www.biminghamhealthcare.org,16,N,Y,N,Y,Y,1701 6th Ave S,Bessemer,AL,35020,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-006551,36168,36169,33.44058,-86.951169,1
5012,81E35FA7-5BB6-478C-B27D-B2E26C76F646,Woodland Quality Pharmacy,,256-449-9191,256-449-9195,256-492-0131,www.qolhs.org,,Y,Y,N,N,N,24460 Highway 48,Woodland,AL,36280-5204,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,111,Randolph,1111,1,Alabama,Region IV,BPS-H80-010671,40725,40744,33.373816,-85.395462,1
5031,655627B1-2AC3-4A2D-8C5E-8E02707275B3,Eclectic Primary Care Center,,334-420-5001,334-541-4977,334-420-5001 x114,www.hservinc.org,40,N,Y,N,N,N,28 Main St,Eclectic,AL,36024-5614,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,51,Elmore,1051,1,Alabama,Region IV,BPS-H80-008659,40339,39993,32.635985,-86.034894,1
5126,9273A392-1EE2-4C76-80BE-EBC8DFE96EB3,MOBILE HEALTH UNIT,04196F,205-323-5311,205-439-7248,205-323-5311,www.biminghamhealthcare.org,20,N,Y,N,Y,Y,712 25th St N,Birmingham,AL,35203-2400,All Other Clinic Types,Mobile Van,Service Delivery Site,Part-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-007376,31050,31050,33.523899,-86.803,1
5132,ABE966D2-2357-4AFD-B405-7EDD0607A9CB,Hale County Medical and Dental Center,,334-624-7270,334-624-0872,205-752-0243,www.whatleyhealth.org,41,N,Y,N,N,Y,Hall St,Greensboro,AL,36744,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,65,Hale,1065,1,Alabama,Region IV,BPS-H80-008800,40360,39993,32.692197,-87.590012,1
5167,B2A75174-EACD-4569-9959-012E56B78FFC,Theodore Hendrix Dental Center,04245R,205-758-6647,205-345-3993,205-349-3250,www.whatleyhealth.org,45,N,Y,N,N,Y,2731 Martin L King Jr Blvd,Tuscaloosa,AL,35401,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,125,Tuscaloosa,1125,1,Alabama,Region IV,BPS-H80-000107,38720,38718,33.187535,-87.577428,1
5191,480A652F-C66C-4636-80FE-E6440F1A9555,BIRMINGHAM SHELTER-SALVATION,04196L,205-439-7201,205-458-3383,205-212-5600,www.biminghamhealthcare.org,2,N,Y,N,Y,Y,2103 11th Ave N,Birmingham,AL,,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-007341,31107,31107,33.526433,-86.811731,1
5203,0FF32EB0-67E0-4933-9A9B-CEA39C53C320,WHSI Network Support Services Center,,205-349-3250,205-345-3993,205-349-3250 x3011,www.whatleyhealth.org,,N,Y,N,N,Y,2731C Martin Luther King Jr Blvd,Tuscaloosa,AL,35401,All Other Clinic Types,Permanent,Administrative,Full-Time,Year-Round,125,Tuscaloosa,1125,1,Alabama,Region IV,BPS-H80-010083,40391,40452,33.187535,-87.577428,1
5298,A06ACE8D-22CC-4700-8BFA-24F0BDA22701,YEARWOOD MEDICAL CENTER,04283J,334-227-9991,334-227-3226,251-578-1163,,40,N,Y,N,N,N,1 Milner St,Fort Deposit,AL,36032-3820,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,85,Lowndes,1085,1,Alabama,Region IV,BPS-H80-000879,37742,37735,31.982484,-86.581578,1
5327,C991718C-A0C6-460C-B526-4F20E1713976,Eufaula Internal Medicine,04895I,334-687-8051,334-687-0470,334-670-6726,,40,Y,Y,N,N,N,826 W Washington St,Eufaula,AL,36027-1828,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,5,Barbour,1005,1,Alabama,Region IV,BPS-H80-007522,39539,39597,31.887988,-85.156719,1
5563,DAA7E1AF-DA5B-41BE-90CA-B884B4613CAF,COLBERT FAMILY MEDICINE,04218L,225-638-3286 x0,256-383-5213,256-381-3308 x0,,40,N,Y,N,N,N,104 Physicians Dr,Muscle Shoals,AL,35661-2100,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,33,Colbert,1033,1,Alabama,Region IV,BPS-H80-004061,39387,39388,34.746923,-87.678831,1
5589,CE64DE0A-8EC2-4301-A446-BFB9239FCDAB,BIRMINGHAM SHELTER CLINIC,04196K,205-439-7201,205-458-3383,205-212-5600,www.biminghamhealthcare.org,2,N,Y,N,Y,Y,2403 3rd Ave N,Birmingham,AL,35203-3817,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-007064,31107,31107,33.518964,-86.801303,1
5604,CCC5AB57-924A-4F6B-9BB7-0E4BED9FE539,SEMMES CLINIC,04708L,251-445-0582,251-445-0579,251-690-8832,www.mobilecountyhealth.org,47.5,Y,Y,N,Y,N,3810 Wulff Rd E,Semmes,AL,36575-5256,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-000359,38412,38412,30.770192,-88.259527,1
5629,66DF6917-629E-4D0F-B502-061C6CA74383,Citronelle Clinic,04708A,251-866-9126,251-866-9121,251-690-8832,www.mobilecountyhealth.org,40,Y,Y,N,Y,N,19250 N Mobile St,Citronelle,AL,36522-2122,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-000204,33359,33359,31.093201,-88.228914,1
5694,D48C8FB8-7D93-42A7-8ABB-B791981BADF1,PINE APPLE HEALTH CENTER,04285C,251-746-2197,251-746-2467,334-874-7428 x21,www.rhmpi.com,40,N,Y,N,N,N,867 County Road 59,Pine Apple,AL,36768-3525,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,131,Wilcox,1131,1,Alabama,Region IV,BPS-H80-004037,28866,28866,31.886011,-86.994577,1
5695,78211D64-3A7E-484A-9B15-0764C8907A02,FAMILY ORIENTED PRIMARY HEALTH CARE CLIN,47080,251-690-8832,251-445-2254,251-690-8832,www.mobilecountyhealth.org,51.5,Y,Y,N,Y,N,251 N Bayou St,Mobile,AL,36603-5827,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-000221,28034,28034,30.692193,-88.054611,1
5716,C52EA946-3E98-4592-8726-206CE7B94405,FAMILY CLINIC OF RED BAY,04218K,256-356-3131 x0,256-356-3116,256-381-3308 x0,,40,N,Y,N,N,N,925 4th St NW,Red Bay,AL,35582-3953,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,59,Franklin,1059,1,Alabama,Region IV,BPS-H80-000765,36770,36771,34.460123,-88.153581,1
5733,929DEBB4-1360-4CDC-BDFC-84368DB43E6E,PITTSVIEW HEALTH CENTER,04016F,334-727-7050,334-727-6284,334-727-7050,www.cach-med.org,8,N,Y,N,N,N,86 Leconte St,Pittsview,AL,36871-2674,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Part-Time,Year-Round,113,Russell,1113,1,Alabama,Region IV,BPS-H80-006663,37629,37629,32.188374,-85.163264,1
5766,B6CFEF95-2CCD-4C6F-A4B6-C8401DA23156,GADSDEN FAMILY &amp; STUDENT HLTH SOL,04412M,256-439-6384,256-494-1654,256-492-0131,www.qolhs.org,40,Y,Y,N,N,N,927 Raley St,Gadsden,AL,35903-2027,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,55,Etowah,1055,1,Alabama,Region IV,BPS-H80-004446,37988,37989,34.001021,-85.967787,1
5771,4AF5F793-96E7-4801-AF7B-9EA4CA66EF1D,South Baldwin Family Health Center,,251-947-1083,251-434-8181,251-434-8177,www.franklinprimary.org,55,Y,Y,N,Y,Y,1628 N McKenzie St,Foley,AL,36535-2273,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,3,Baldwin,1003,1,Alabama,Region IV,BPS-H80-009956,40422,40422,30.426943,-87.683202,1
5851,F118361F-B4E2-4241-A428-C30E805C9809,NORTHEAST ALABAMA HEALTH SERVICES INC. - FYFFE,04571H,256-623-5242,256-623-5243,256-259-5313 x221,,40,N,Y,N,N,N,34617 Al Highway 75,Fyffe,AL,35971-3488,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,49,DeKalb,1049,1,Alabama,Region IV,BPS-H80-004318,37376,37376,34.428674,-85.932055,1
5878,75014FAD-A4B6-4387-ADB6-ED48BA2B5A02,Douglas Medical Center,,256-593-3804,256-593-1482,256-492-0131,www.qolhs.org,,Y,Y,N,N,N,8225 Al Highway 75,Horton,AL,35980-8473,All Other Clinic Types,Intermittent,Service Delivery Site,Full-Time,Year-Round,95,Marshall,1095,1,Alabama,Region IV,BPS-H80-010291,39661,39630,34.180606,-86.315584,1
6041,CAF2D5AF-7240-4C50-9EFF-A2A15F646811,North Mobile Health Center,,251-829-9884,,251-690-8832,,47.5,Y,Y,N,Y,N,950 Coy Smith Hwy,Mount Vernon,AL,36560,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-010503,40588,40654,31.10642,-88.060289,1
6164,E4793906-10F1-4D80-BC80-325BA6C57A28,CLAYTON FAMILY HEALTH CENTER,04895B,334-775-3235,334-775-8067,334-670-6726,,40,Y,Y,N,N,N,7 Western Byp,Clayton,AL,36016-2013,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,5,Barbour,1005,1,Alabama,Region IV,BPS-H80-001149,30956,30956,31.870353,-85.460593,1
6291,B2BAFCD6-7BFB-4D9B-BCAF-E8D7CF71B565,SALVATION ARMY YOUTH SEV. CTR.,04196N,205-595-8343,205-212-5660,205-212-5600,www.biminghamhealthcare.org,8,N,Y,N,Y,Y,6001 Crestwood Blvd,Birmingham,AL,35212-4203,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-007352,37996,37996,33.532272,-86.735205,1
6384,1998B476-D5E7-4635-9C31-797C83B5CCEC,Central Health Care-Athens,04819C,256-230-3061,256-230-3009,256-534-8659,www.cnahsi.com,45,N,Y,N,N,N,1005 W Market St,Athens,AL,35611-2454,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,83,Limestone,1083,1,Alabama,Region IV,BPS-H80-002670,36528,36404,34.804734,-86.981702,1
6487,D013DB6E-03CD-440C-B20F-E1A12CA88B46,LIGHT HOUSE APARTMENTS,04196E,205-439-7201,205-458-3383,205-212-5600,www.biminghamhealthcare.org,40,N,Y,N,Y,Y,1903-1909 14th Ave N,Birmingham,AL,35234-2565,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-004982,36526,36526,33.52924,-86.817516,1
6489,80A57F77-7EE8-41B7-A0EA-D5FB12102056,Central Health Care-Huntsville,04819B,256-533-6311,256-536-0801,256-534-8659,www.cnahsi.com,47,N,Y,N,N,N,751 Pleasant Row NW,Huntsville,AL,35816-2537,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,89,Madison,1089,1,Alabama,Region IV,BPS-H80-004722,31818,30133,34.735358,-86.599283,1
6491,F9896B5D-D311-4FF3-B8F0-0522D0A870AE,CASTLEBERRY CLINIC,04283C,251-966-5440,251-966-5396,251-578-1163,,40,N,Y,N,N,N,1738 Cleveland Ave,Castleberry,AL,36432,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,35,Conecuh,1035,1,Alabama,Region IV,BPS-H80-000189,35065,35065,31.299212,-87.021486,1
6496,438967D3-1455-495A-8B34-60247FFA13CD,PRICHARD MEDICAL CENTER,04471A,251-330-2158,334-330-2147,251-434-8177,www.franklinprimary.org,,Y,Y,N,Y,Y,510 S Wilson Ave,Prichard,AL,36610-3912,All Other Clinic Types,Permanent,Administrative,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-002124,31778,31778,30.729895,-88.082793,1
6546,68DCCB1E-7174-41A9-BFF8-E4684E7599EB,WHSI Administration Office,,205-349-3250,205-345-3993,205-349-3250 x3013,,,N,Y,N,N,Y,2616 8th St,Tuscaloosa,AL,35401-2104,Unknown,Permanent,Administrative,Full-Time,Year-Round,125,Tuscaloosa,1125,1,Alabama,Region IV,BPS-H80-010323,40513,40562,33.206095,-87.570193,1
6568,62C78646-A885-4C74-9B7A-25608837335E,NORTHEAST ALABAMA HEALTH SERVICES INC.,45710,256-259-5313 x221,256-259-4923,256-259-5313 x221,,,N,Y,N,N,N,309 Taylor St,Scottsboro,AL,35768-2421,All Other Clinic Types,Permanent,Administrative,Full-Time,Year-Round,71,Jackson,1071,1,Alabama,Region IV,BPS-H80-000887,29007,29007,34.663925,-86.039217,1
6580,3CB191DA-494E-474D-8C6E-12DFD9F7EDEB,West Blocton Health Center - Temporary Site,,205-938-9508,,205-349-3250 x3013,,40,N,Y,N,N,Y,28839 Highway 5,Woodstock,AL,35188-3614,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,7,Bibb,1007,1,Alabama,Region IV,BPS-H80-009230,40112,40186,33.213597,-87.16298,1
6597,D650A2BD-FF3D-4004-B6A5-BD2A99C3A769,TUSKEGEE HEALTH CENTER,04016D,334-727-7050,334-727-6284,334-727-7050,www.cach-med.org,40,N,Y,N,N,N,203 W Lee St,Tuskegee,AL,36083-1719,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,87,Macon,1087,1,Alabama,Region IV,BPS-H80-004175,29221,29221,32.422611,-85.696145,1
6694,B6A1DF57-6411-45D0-BCC9-F86B500D523D,NEWBURN CLINIC,04708F,251-405-4525,251-432-7443,251-690-8832,www.mobilecountyhealth.org,40,Y,Y,N,Y,N,248 Cox St,Mobile,AL,36604-3303,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Mobile,1097,1,Alabama,Region IV,BPS-H80-005490,35977,35977,30.698717,-88.076835,1
6768,C3277838-6352-416F-BC33-31190143C445,Cherokee Quality Health Care,,256-779-6057,256-779-6238,256-492-0131,www.qolhs.org,40,Y,Y,N,N,N,4055 Al Highway 9,Cedar Bluff,AL,35959-5099,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,19,Cherokee,1019,1,Alabama,Region IV,BPS-H80-010751,40756,40756,34.220887,-85.595122,1
6811,CE578359-DD0F-4AD4-B58D-7ED5F9F870E2,Vernon Health Center,04245T,205-695-0450,205-695-0451,205-349-3250,www.whatleyhealth.org,44,N,Y,N,N,Y,230 Hospital Dr,Vernon,AL,35592-5251,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,75,Lamar,1075,1,Alabama,Region IV,BPS-H80-002800,39426,39326,33.749778,-88.116967,1
6865,FC0D7BEC-5DEE-400C-A2A8-81D4E0A80E3F,Children's Health Of Decatur,04218A,256-340-1251,256-353-0179,256-381-3308,,40,N,Y,N,N,N,1304 13th Ave SE Ste A,Decatur,AL,35601-4316,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,103,Morgan,1103,1,Alabama,Region IV,BPS-H80-007580,32387,39630,34.587268,-86.97145,1
6920,E8391DC5-16E7-4C12-943B-E2AE63F1933D,HIGHWAY AND HEDGES,04196M,205-212-5600,205-212-5660,205-212-5600,www.biminghamhealthcare.org,8,N,Y,N,Y,Y,100 S River Rd,Shelby,AL,35143-7354,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,117,Shelby,1117,1,Alabama,Region IV,BPS-H80-007315,36770,36770,33.115147,-86.513017,1
6936,BE9C1FF6-44DC-4698-9CED-879832325E71,BHC NORTHSIDE DENTAL,04196C,205-322-8288,205-328-8786,205-322-8288,www.biminghamhealthcare.org,40,N,Y,N,Y,Y,1333 19th St N,Birmingham,AL,35234-2512,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-002980,36900,36900,33.52866,-86.817239,1
6974,F21AFA62-D130-4183-BECB-E8F1B2B89B77,Lister Hill Health Center,40130,334-263-2301 x149,334-264-4353,334-263-2301 x114,WWW.HSERVINC.ORG/LOCATIONS.HTM#1,44,N,Y,N,N,N,1000 Adams Ave,Montgomery,AL,36104-4424,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,101,Montgomery,1101,1,Alabama,Region IV,BPS-H80-005144,24929,27037,32.375556,-86.294906,1
6986,5AE82E1C-D2BD-4747-AA65-BB0D6539EF9F,Quality of Life Health Complex,44120,256-492-0131,256-494-6000,256-492-0131,www.qolhs.org,43,Y,Y,N,N,N,1411 Piedmont Cutoff,Gadsden,AL,35903-2708,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,55,Etowah,1055,1,Alabama,Region IV,BPS-H80-004123,32021,32035,33.99986,-85.956974,1
7011,C1632013-E450-4ACC-B396-82D855D49EB0,Abbeville Family Health Center,,334-585-1171,334-585-1182,334-670-6726,,40,Y,Y,N,N,N,615 Ozark Rd,Abbeville,AL,36310-2629,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,67,Henry,1067,1,Alabama,Region IV,BPS-H80-010058,40544,40458,31.550312,-85.289289,1
7029,A0EC1442-FECE-4217-8A9A-92342D56FDA6,NORTHEAST ALABAMA HEALTH SERVICES INC. - SCOTTSBORO,04571F,256-574-5508,256-259-2727,256-259-5313 x221,,40,N,Y,N,N,N,70 Freedom Ln,Scottsboro,AL,35769-3763,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Jackson,1071,1,Alabama,Region IV,BPS-H80-003220,34247,34247,34.659391,-86.015201,1
7057,04354CD5-20DA-4F55-A852-A2BE7DEDCAC8,SAFE HOUSE CLI/ALABASTER SHELTER,04196O,205-439-7201,205-458-3383,205-212-5600,www.biminghamhealthcare.org,8,N,Y,N,Y,Y,100 Project Rd Ste 11,Alabaster,AL,35007,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,117,Shelby,1117,1,Alabama,Region IV,BPS-H80-006848,36770,36770,33.246961,-86.810299,1
7076,6220FA2C-E4C5-4C6C-BD1B-0932439B56B4,BHC RAPID CARE PHARMACY,04196W,205-212-5777,205-212-5783,205-212-5777,www.biminghamhealthcare.org,40,N,Y,N,Y,Y,1600 20th St S Ste E,Birmingham,AL,35205-4939,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-000264,39088,39088,33.496743,-86.792769,1
7102,833D9E82-83EA-4FE0-BB9E-CF1549C0990C,DUNBAR-ABRAMS FAMILY HEALTH CTR,04196D,205-212-5600,205-212-5660,205-212-5600,www.biminghamhealthcare.org,16,N,Y,N,Y,Y,1701 6th Ave S,Bessemer,AL,35020,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,73,Jefferson,1073,1,Alabama,Region IV,BPS-H80-007177,36404,36404,33.44058,-86.951169,1
7202,0AC0340F-78A4-4A67-96DE-1199D69ECB51,NORTHEAST ALABAMA HEALTH SERVICES INC. - SKYLINE,04571C,256-587-3050,256-587-3508,256-259-5313 x221,,40,N,Y,N,N,N,21680 Al Highway 79,Scottsboro,AL,35768-5904,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Jackson,1071,1,Alabama,Region IV,BPS-H80-000436,36292,36292,34.800267,-86.121055,1
